275,44490083,สาคู400กรับ/กระสอบ,0,0,0
276,44490084,สาคู400กรับ/ถุง,0,20,-20
277,44490086,ยาสูบก้อน5.-/ห่อ20ก้อน,75,80,1
278,44490087,นมแท่ง5.-/แพก5ชิ้น,23,25,-77
279,44490088,ยาสูบแพง999/แผง24ชิ้น,185,190,-12
280,44490089,ยาสูบถุง10.-/ห่อ12ถุง,95,100,4
281,44490090,น้ำส้มขวด5.-/แพก6ขวด,23,25,-104
282,44490091,น้ำส้มขวด10.-/แพก6ขวด,47,48,-7
283,44490092,ลูกออมผลไม้รวม/ห่อ,11,12,-2
284,44490093,ลูกออมท๊อปพี่โบราณา/ห่อ,14,15,-14
285,44490094,ผงซักฟอกแบ่งขาย/กก.,33,35,-102
286,44490095,ลูกออม+ออมยิ้ม+อื่นๆ/ห่อ12ชิ้น,9,10,-153
287,44490096,ไม้จิ้มฟัน/แพก10ห่อ,85,90,7
288,44490098,ไม้เสียบลูกชิ้น/ห่อ,18,20,-43
289,44490099,โพลี่ไบร์ขัดจาน1.-/แผง6โหล,59,62,7
290,44490100,บิ๊กโคล่าเล็ก425ml/แพก12ขวด,104,108,-22
291,44490101,แป้งข้าวจ้าว480กรัม/แพก20ถุง,270,280,-17
292,44490102,แป้งข้าวจ้าว480กรัม/ถุง,14,15,2
293,44490103,แป้งข้าวเหนียว480กรัม/แพก20ถุง,270,280,-19
294,44490104,แป้งข้าวเหนียว480กรัม/ถุง,14,15,3
295,44490105,เสื่อพลาสติก/ผืน,145,150,7
296,44490106,เกลือเม็ดบรรจุขนาด20.-/ถุง,16.5,18,-42
297,44490107,เกลือเม็ดบรรจุขนาด5.-/กระสอบ,180,185,0
298,44490108,เกลือเม็ดบรรจุขนาด5.-/ถุง,3.8,4,0
299,44490109,เกลือเม็ดบรรจุขนาด10.-/กระสอบ,175,180,4
300,44490110,เกลือเม็ดบรรจุขนาด10.-/ถุง,8,9,7
301,44490111,เกลือป่น5.-/มัด10ถุง,33,35,4
302,44490112,เกลือป่น5.-/ถุง,4,5,7
303,44490113,น้ำส้มสายชู/ลัง12ขวด,95,110,5
304,44490114,น้ำส้มสายชู/ขวด,10,12,7
305,44490115,น้ำปลาไส้ตัน/ลัง12ขวด,95,110,1
306,44490116,น้ำปลาไส้ตัน/ขวด,10,12,3
307,44490117,ร้องเท้าตราดาวเทียมผู้ใหญ่/ถุง24คู่,1520,1560,1
308,44490118,ร้องเท้าตราดาวเทียมผู้ใหญ่/คู่,65,70,7
309,44490119,ร้องเท้าตราดาวเทียมเด็ก/ถุง24คู่,1000,1100,2
310,44490120,ร้องเท้าตราดาวเทียมเด็ก/คู่,50,45,7
311,44490121,ร้องเท้าตราBM20ใหญ่/ถุง12คู่,610,660,6
